id_pedido,id_cliente,razao_social_cliente,cnpj_cliente,representante,cod_produto,desc_produto,quantidade,preco_unitario,valor_total_item,nf,data_emissao_pedido,data_desejada_entrega,data_firmada_original,data_firmada_atual,data_final_entrega,data_nf,data_nf_oficial,data_embarque,data_emb_oficial,tipo_faturamento,transportadora,condicao_pagamento,valor_geral_pedido
76,77872,Ramos S.A.,85.167.492/0001-67,Ana Liz Pereira,"('28NZFGQ7Z',)",KIT VENTILACAO,3,49.11,147.33,899393,2024-12-04,2025-01-18,2025-01-28,2025-01-28,2025-02-04,2024-12-08,2024-12-08,2024-12-11,2024-12-11,DEVOLUCAO,Garcia - ME TRANSPORTES LTDA,BOLETO DESCONTADO,147.33
77,70556,Costa,02.189.546/0001-68,Sr. Luiz Fernando Carvalho,"('28NZFGQ7Z',)",KIT VENTILACAO,7,275.86,1931.02,694228,2024-01-22,2024-02-01,2024-02-11,2024-02-11,2024-03-05,2024-01-23,2024-01-23,2024-01-27,2024-01-27,DEVOLUCAO,Cavalcante TRANSPORTES LTDA,CARTEIRA A VISTA,1931.02
78,56437,Araújo,03.912.786/0001-01,Yan Vasconcelos,"('28NZFGQ7Z',)",KIT VENTILACAO,8,824.04,6592.32,518711,2025-02-06,2025-04-04,2025-04-07,2025-04-07,2025-04-28,2025-02-16,2025-02-16,2025-02-19,2025-02-19,DEVOLUCAO,Cavalcanti Sá - EI TRANSPORTES LTDA,TRANSFERENCIA,6592.32
79,53398,Gomes,24.713.698/0001-50,Paulo Martins,"('28NZFGQ7Z',)",KIT VENTILACAO,1,196.3,196.3,333754,2025-01-09,2025-01-21,2025-02-01,2025-02-01,2025-02-12,2025-01-16,2025-01-16,2025-01-17,2025-01-17,DEVOLUCAO,Macedo TRANSPORTES LTDA,TRANSFERENCIA,196.3
80,91531,Pimenta - EI,16.785.249/0001-90,Yuri Carvalho,"('28NZFGQ7Z',)",KIT VENTILACAO,5,186.19,930.95,839036,2023-11-27,2024-01-08,2024-01-13,2024-01-13,2024-02-11,2023-11-30,2023-11-30,2023-12-02,2023-12-02,VENDA,Montenegro TRANSPORTES LTDA,CARTEIRA A PRAZO,930.95
81,77278,Duarte Lima - ME,98.510.637/0001-22,Srta. Rebeca Machado,"('28NZFGQ7Z',)",KIT VENTILACAO,2,661.3,1322.6,514490,2024-10-18,2024-11-24,2024-11-24,2024-11-24,2024-11-28,2024-10-27,2024-10-27,2024-10-31,2024-10-31,DEVOLUCAO,Ramos e Filhos TRANSPORTES LTDA,PIX,1322.6
82,84798,Fernandes Ltda.,03.789.214/0001-87,Dra. Rafaela Novaes,"('28NZFGQ7Z',)",KIT VENTILACAO,10,856.87,8568.7,427740,2025-06-27,2025-08-11,2025-08-17,2025-08-17,2025-08-20,2025-06-28,2025-06-28,2025-07-02,2025-07-02,AMOSTRA,Casa Grande TRANSPORTES LTDA,CARTEIRA A VISTA,8568.7
83,84790,Machado,32.576.810/0001-87,Juan Cavalcanti,"('28NZFGQ7Z',)",KIT VENTILACAO,4,87.66,350.64,886692,2023-09-21,2023-10-24,2023-11-04,2023-11-04,2023-11-12,2023-09-29,2023-09-29,2023-09-30,2023-09-30,AMOSTRA,Machado Rocha S.A. TRANSPORTES LTDA,CARTAO DE CREDITO,350.64
84,38195,Aparecida S/A,46.531.082/0001-00,Vinicius Lopes,"('28NZFGQ7Z',)",KIT VENTILACAO,9,327.82,2950.38,507870,2024-06-21,2024-08-03,2024-08-07,2024-08-07,2024-08-25,2024-06-28,2024-06-28,2024-06-30,2024-06-30,DEVOLUCAO,Macedo Costela Ltda. TRANSPORTES LTDA,CARTEIRA A PRAZO,2950.38
85,38113,Câmara Andrade Ltda.,98.213.076/0001-08,Ryan Novaes,"('28NZFGQ7Z',)",KIT VENTILACAO,6,15.03,90.18,618936,2025-05-01,2025-06-20,2025-06-21,2025-06-21,2025-07-14,2025-05-11,2025-05-11,2025-05-16,2025-05-16,BONIFICACAO,das Neves Andrade - ME TRANSPORTES LTDA,BOLETO DESCONTADO,90.18
86,20720,Melo,16.783.492/0001-79,Alexia Barbosa,"('28NZFGQ7Z',)",KIT VENTILACAO,7,32.68,228.76,649615,2025-04-21,2025-05-03,2025-05-07,2025-05-07,2025-05-12,2025-04-30,2025-04-30,2025-05-05,2025-05-05,DEVOLUCAO,Siqueira S.A. TRANSPORTES LTDA,CARTEIRA A VISTA,228.76
87,47521,Campos,43.627.018/0001-20,Gabriel Gonçalves,"('28NZFGQ7Z',)",KIT VENTILACAO,1,471.03,471.03,768621,2025-03-27,2025-05-07,2025-05-19,2025-05-19,2025-06-04,2025-04-02,2025-04-02,2025-04-03,2025-04-03,DEVOLUCAO,Barros da Costa S/A TRANSPORTES LTDA,TRANSFERENCIA,471.03
88,27727,Rios,21.950.873/0001-35,Aurora Rodrigues,"('28NZFGQ7Z',)",KIT VENTILACAO,3,432.96,1298.88,886665,2024-11-11,2024-12-21,2024-12-24,2024-12-24,2025-01-02,2024-11-20,2024-11-20,2024-11-25,2024-11-25,DEVOLUCAO,Aparecida Macedo S/A TRANSPORTES LTDA,CARTEIRA A VISTA,1298.88
89,19662,Viana - ME,46.053.821/0001-97,Leonardo da Mota,"('28NZFGQ7Z',)",KIT VENTILACAO,5,762.71,3813.55,959838,2024-09-03,2024-10-01,2024-10-15,2024-10-15,2024-10-23,2024-09-09,2024-09-09,2024-09-11,2024-09-11,BONIFICACAO,Pastor TRANSPORTES LTDA,CARTEIRA A PRAZO,3813.55
90,35470,Barros Ramos e Filhos,94.017.235/0001-30,Dr. Anthony Sá,"('28NZFGQ7Z',)",KIT VENTILACAO,6,583.3,3499.8,409999,2024-05-11,2024-06-01,2024-06-03,2024-06-03,2024-06-05,2024-05-16,2024-05-16,2024-05-17,2024-05-17,AMOSTRA,Camargo TRANSPORTES LTDA,CARTAO DE CREDITO,3499.8
91,27077,Castro,42.301.978/0001-33,Lavínia Lima,"('28NZFGQ7Z',)",KIT VENTILACAO,10,188.93,1889.3,214023,2025-05-16,2025-07-14,2025-07-27,2025-07-27,2025-08-18,2025-05-22,2025-05-22,2025-05-27,2025-05-27,VENDA,Camargo TRANSPORTES LTDA,BOLETO DESCONTADO,1889.3
92,53398,Gomes,24.713.698/0001-50,Paulo Martins,"('28NZFGQ7Z',)",KIT VENTILACAO,8,11.57,92.56,178206,2024-08-27,2024-09-21,2024-09-24,2024-09-24,2024-10-17,2024-09-06,2024-09-06,2024-09-07,2024-09-07,AMOSTRA,Teixeira S.A. TRANSPORTES LTDA,PIX,92.56
93,86707,Campos,34.516.280/0001-07,Luan Rezende,"('28NZFGQ7Z',)",KIT VENTILACAO,10,572.57,5725.7,170169,2025-05-08,2025-05-31,2025-06-13,2025-06-13,2025-07-09,2025-05-09,2025-05-09,2025-05-14,2025-05-14,AMOSTRA,Sá Ltda. TRANSPORTES LTDA,TRANSFERENCIA,5725.7
94,52889,Aparecida Ramos Ltda.,39.185.067/0001-83,Nina Leão,"('28NZFGQ7Z',)",KIT VENTILACAO,3,335.72,1007.16,710049,2025-03-29,2025-05-16,2025-05-19,2025-05-19,2025-06-05,2025-04-07,2025-04-07,2025-04-10,2025-04-10,VENDA,Peixoto TRANSPORTES LTDA,PIX,1007.16
95,76030,Pacheco,20.471.865/0001-43,Arthur Miguel Garcia,"('28NZFGQ7Z',)",KIT VENTILACAO,4,677.99,2711.96,208921,2025-04-30,2025-06-03,2025-06-12,2025-06-12,2025-06-30,2025-05-07,2025-05-07,2025-05-09,2025-05-09,BONIFICACAO,Teixeira Peixoto e Filhos TRANSPORTES LTDA,PIX,2711.96
96,96370,Brito Ferreira Ltda.,43.259.608/0001-48,Henry Gabriel Farias,"('28NZFGQ7Z',)",KIT VENTILACAO,9,157.84,1420.56,123846,2025-04-06,2025-04-19,2025-04-28,2025-04-28,2025-05-12,2025-04-16,2025-04-16,2025-04-21,2025-04-21,VENDA,Caldeira TRANSPORTES LTDA,BOLETO DESCONTADO,1420.56
97,53716,Câmara Duarte S.A.,28.950.346/0001-70,Ana Cecília Garcia,"('28NZFGQ7Z',)",KIT VENTILACAO,7,316.68,2216.76,375722,2024-12-14,2025-01-05,2025-01-15,2025-01-15,2025-02-02,2024-12-22,2024-12-22,2024-12-23,2024-12-23,AMOSTRA,Macedo S.A. TRANSPORTES LTDA,TRANSFERENCIA,2216.76
98,91613,da Rocha S/A,31.976.028/0001-92,Dra. Hadassa Barros,"('28NZFGQ7Z',)",KIT VENTILACAO,6,71.26,427.56,642335,2025-04-13,2025-06-11,2025-06-19,2025-06-19,2025-06-30,2025-04-21,2025-04-21,2025-04-22,2025-04-22,DEVOLUCAO,Montenegro TRANSPORTES LTDA,CARTAO DE CREDITO,427.56
99,72812,Melo,58.641.932/0001-01,Ryan Alves,"('28NZFGQ7Z',)",KIT VENTILACAO,2,281.53,563.06,937622,2024-01-30,2024-03-11,2024-03-15,2024-03-15,2024-03-23,2024-02-09,2024-02-09,2024-02-14,2024-02-14,BONIFICACAO,da Paz TRANSPORTES LTDA,PIX,563.06
100,48658,Pastor,80.129.375/0001-95,Mariah Marques,"('28NZFGQ7Z',)",KIT VENTILACAO,9,33.7,303.3,486347,2025-01-28,2025-03-29,2025-04-10,2025-04-10,2025-04-11,2025-02-04,2025-02-04,2025-02-06,2025-02-06,AMOSTRA,Sá Fogaça S/A TRANSPORTES LTDA,CARTEIRA A VISTA,303.3
101,47037,Vasconcelos,19.073.285/0001-19,Yan Cavalcante,"('28NZFGQ7Z',)",KIT VENTILACAO,1,661.35,661.35,808448,2023-12-30,2024-01-28,2024-02-09,2024-02-09,2024-03-08,2024-01-09,2024-01-09,2024-01-13,2024-01-13,DEVOLUCAO,Barros S.A. TRANSPORTES LTDA,CARTAO DE CREDITO,661.35
102,93821,da Paz,15.279.640/0001-50,Yasmin Andrade,"('28NZFGQ7Z',)",KIT VENTILACAO,6,605.61,3633.66,239882,2025-02-22,2025-04-10,2025-04-25,2025-04-25,2025-04-30,2025-02-28,2025-02-28,2025-03-02,2025-03-02,AMOSTRA,Pinto TRANSPORTES LTDA,PIX,3633.66
103,60983,Santos S.A.,76.951.340/0001-60,Gabriela da Mata,"('28NZFGQ7Z',)",KIT VENTILACAO,10,580.95,5809.5,172552,2024-06-04,2024-06-29,2024-07-02,2024-07-02,2024-07-08,2024-06-07,2024-06-07,2024-06-12,2024-06-12,AMOSTRA,Monteiro Ltda. TRANSPORTES LTDA,BOLETO DESCONTADO,5809.5
104,63267,Novaes,36.054.182/0001-20,Enzo Gabriel Vasconcelos,"('28NZFGQ7Z',)",KIT VENTILACAO,6,370.54,2223.24,100695,2023-10-21,2023-11-08,2023-11-15,2023-11-15,2023-12-12,2023-10-24,2023-10-24,2023-10-29,2023-10-29,BONIFICACAO,Azevedo S/A TRANSPORTES LTDA,CARTAO DE CREDITO,2223.24
105,97674,Barbosa,75.409.823/0001-74,Maria Luiza Ramos,"('28NZFGQ7Z',)",KIT VENTILACAO,2,602.36,1204.72,271121,2024-11-26,2024-12-03,2024-12-09,2024-12-09,2025-01-05,2024-12-01,2024-12-01,2024-12-02,2024-12-02,BONIFICACAO,Fonseca TRANSPORTES LTDA,CARTAO DE CREDITO,1204.72
106,27297,Nunes S/A,90.472.831/0001-59,Isaac Azevedo,"('28NZFGQ7Z',)",KIT VENTILACAO,10,884.37,8843.7,131279,2025-06-20,2025-07-24,2025-07-26,2025-07-26,2025-08-19,2025-06-29,2025-06-29,2025-07-01,2025-07-01,VENDA,Teixeira Martins S/A TRANSPORTES LTDA,CARTAO DE CREDITO,8843.7
107,15297,Oliveira S.A.,70.935.126/0001-33,Srta. Aylla Siqueira,"('28NZFGQ7Z',)",KIT VENTILACAO,3,131.0,393.0,567610,2024-05-21,2024-06-08,2024-06-21,2024-06-21,2024-07-01,2024-05-23,2024-05-23,2024-05-26,2024-05-26,BONIFICACAO,Cunha TRANSPORTES LTDA,CARTEIRA A VISTA,393.0
108,96003,Sá,08.567.193/0001-79,Maria Liz Sales,"('28NZFGQ7Z',)",KIT VENTILACAO,9,747.99,6731.91,986431,2025-03-20,2025-05-06,2025-05-11,2025-05-11,2025-06-03,2025-03-23,2025-03-23,2025-03-25,2025-03-25,DEVOLUCAO,Cavalcante TRANSPORTES LTDA,BOLETO DESCONTADO,6731.91
109,59198,das Neves,59.461.083/0001-69,Dra. Ana Liz Moura,"('28NZFGQ7Z',)",KIT VENTILACAO,8,488.58,3908.64,466080,2024-02-27,2024-04-10,2024-04-17,2024-04-17,2024-05-01,2024-03-07,2024-03-07,2024-03-11,2024-03-11,BONIFICACAO,Rios Ltda. TRANSPORTES LTDA,CARTEIRA A VISTA,3908.64
110,91676,Freitas,03.487.651/0001-46,Marcela Sampaio,"('28NZFGQ7Z',)",KIT VENTILACAO,2,291.19,582.38,957820,2024-07-23,2024-08-02,2024-08-03,2024-08-03,2024-08-29,2024-07-24,2024-07-24,2024-07-29,2024-07-29,VENDA,Borges TRANSPORTES LTDA,CARTAO DE CREDITO,582.38
111,40675,Novaes,51.467.289/0001-94,Mariana Moraes,"('28NZFGQ7Z',)",KIT VENTILACAO,9,97.72,879.48,143062,2023-12-29,2024-01-14,2024-01-24,2024-01-24,2024-02-01,2024-01-07,2024-01-07,2024-01-08,2024-01-08,DEVOLUCAO,Santos S/A TRANSPORTES LTDA,PIX,879.48
112,60983,Santos S.A.,76.951.340/0001-60,Gabriela da Mata,"('28NZFGQ7Z',)",KIT VENTILACAO,5,578.59,2892.95,104867,2023-11-19,2024-01-08,2024-01-09,2024-01-09,2024-02-02,2023-11-26,2023-11-26,2023-11-30,2023-11-30,VENDA,da Cunha Duarte Ltda. TRANSPORTES LTDA,CARTEIRA A PRAZO,2892.95
113,78421,da Mota - EI,48.762.031/0001-06,Guilherme Guerra,"('28NZFGQ7Z',)",KIT VENTILACAO,3,727.38,2182.14,326234,2024-10-16,2024-12-01,2024-12-10,2024-12-10,2024-12-14,2024-10-21,2024-10-21,2024-10-24,2024-10-24,DEVOLUCAO,Abreu - ME TRANSPORTES LTDA,CARTEIRA A PRAZO,2182.14
114,63267,Novaes,36.054.182/0001-20,Enzo Gabriel Vasconcelos,"('28NZFGQ7Z',)",KIT VENTILACAO,10,544.04,5440.4,805920,2024-07-30,2024-09-25,2024-10-06,2024-10-06,2024-10-16,2024-08-08,2024-08-08,2024-08-12,2024-08-12,BONIFICACAO,Silveira TRANSPORTES LTDA,TRANSFERENCIA,5440.4
115,26707,Nogueira,79.436.021/0001-04,Dra. Cecilia Correia,"('28NZFGQ7Z',)",KIT VENTILACAO,7,412.23,2885.61,759000,2024-11-01,2024-12-29,2025-01-03,2025-01-03,2025-01-19,2024-11-03,2024-11-03,2024-11-06,2024-11-06,DEVOLUCAO,Costa TRANSPORTES LTDA,TRANSFERENCIA,2885.61
116,33932,Monteiro S.A.,71.238.504/0001-92,Dra. Alice Cirino,"('28NZFGQ7Z',)",KIT VENTILACAO,4,711.35,2845.4,719455,2025-06-05,2025-06-13,2025-06-28,2025-06-28,2025-07-14,2025-06-08,2025-06-08,2025-06-09,2025-06-09,BONIFICACAO,da Paz Costa Ltda. TRANSPORTES LTDA,PIX,2845.4
117,52212,da Mota Almeida - EI,51.630.248/0001-77,Maria Julia Andrade,"('28NZFGQ7Z',)",KIT VENTILACAO,9,724.14,6517.26,900953,2024-11-01,2024-12-28,2025-01-07,2025-01-07,2025-02-03,2024-11-03,2024-11-03,2024-11-07,2024-11-07,AMOSTRA,Andrade TRANSPORTES LTDA,CARTEIRA A VISTA,6517.26
118,73383,Gomes,62.534.071/0001-21,Dr. Alexandre Lima,"('28NZFGQ7Z',)",KIT VENTILACAO,10,767.25,7672.5,799107,2024-05-22,2024-06-04,2024-06-09,2024-06-09,2024-07-01,2024-05-29,2024-05-29,2024-05-30,2024-05-30,DEVOLUCAO,Garcia Barbosa - ME TRANSPORTES LTDA,TRANSFERENCIA,7672.5
119,87827,Montenegro,27.109.463/0001-42,Pietra Cirino,"('28NZFGQ7Z',)",KIT VENTILACAO,9,412.56,3713.04,456547,2024-09-04,2024-10-27,2024-11-02,2024-11-02,2024-11-26,2024-09-10,2024-09-10,2024-09-13,2024-09-13,DEVOLUCAO,Rocha S.A. TRANSPORTES LTDA,CARTEIRA A VISTA,3713.04
120,80095,Vasconcelos Jesus - ME,90.435.126/0001-81,Manuela Nogueira,"('28NZFGQ7Z',)",KIT VENTILACAO,3,853.85,2561.55,303108,2025-04-26,2025-06-20,2025-06-26,2025-06-26,2025-07-04,2025-05-01,2025-05-01,2025-05-04,2025-05-04,BONIFICACAO,Novaes TRANSPORTES LTDA,PIX,2561.55
121,20663,Pires Viana Ltda.,67.185.204/0001-15,Sr. Ravi Barbosa,"('28NZFGQ7Z',)",KIT VENTILACAO,6,729.82,4378.92,802599,2024-08-05,2024-09-14,2024-09-17,2024-09-17,2024-10-09,2024-08-08,2024-08-08,2024-08-11,2024-08-11,VENDA,Fonseca TRANSPORTES LTDA,CARTAO DE CREDITO,4378.92
122,71028,Moura da Cruz S.A.,70.294.568/0001-48,Emanuella da Luz,"('28NZFGQ7Z',)",KIT VENTILACAO,2,906.51,1813.02,642841,2025-06-10,2025-07-01,2025-07-05,2025-07-05,2025-08-03,2025-06-20,2025-06-20,2025-06-23,2025-06-23,DEVOLUCAO,Montenegro Ltda. TRANSPORTES LTDA,CARTAO DE CREDITO,1813.02
123,20287,Pereira,13.728.596/0001-92,Ravi Lucca Aparecida,"('28NZFGQ7Z',)",KIT VENTILACAO,10,941.72,9417.2,752133,2024-07-08,2024-07-15,2024-07-28,2024-07-28,2024-08-04,2024-07-14,2024-07-14,2024-07-16,2024-07-16,DEVOLUCAO,Araújo - EI TRANSPORTES LTDA,CARTEIRA A PRAZO,9417.2
124,39594,Castro Fernandes - ME,04.215.639/0001-45,Dr. Alexandre Porto,"('28NZFGQ7Z',)",KIT VENTILACAO,1,140.37,140.37,701486,2024-06-16,2024-06-29,2024-07-03,2024-07-03,2024-07-09,2024-06-17,2024-06-17,2024-06-22,2024-06-22,DEVOLUCAO,Casa Grande Andrade S/A TRANSPORTES LTDA,TRANSFERENCIA,140.37
125,71238,Fogaça,34.729.586/0001-41,Zoe Jesus,"('28NZFGQ7Z',)",KIT VENTILACAO,7,504.55,3531.85,941502,2024-04-18,2024-04-23,2024-04-23,2024-04-23,2024-05-18,2024-04-19,2024-04-19,2024-04-21,2024-04-21,VENDA,Freitas TRANSPORTES LTDA,CARTEIRA A PRAZO,3531.85
126,43365,Pastor e Filhos,84.913.625/0001-34,Dra. Bárbara Carvalho,"('28NZFGQ7Z',)",KIT VENTILACAO,5,821.34,4106.7,233854,2024-01-31,2024-02-08,2024-02-20,2024-02-20,2024-03-08,2024-02-03,2024-02-03,2024-02-04,2024-02-04,BONIFICACAO,Moura Sá - EI TRANSPORTES LTDA,PIX,4106.7
127,79138,Almeida S.A.,64.598.701/0001-57,Dr. Dante Mendes,"('28NZFGQ7Z',)",KIT VENTILACAO,2,858.55,1717.1,125535,2024-10-06,2024-10-28,2024-11-05,2024-11-05,2024-11-09,2024-10-07,2024-10-07,2024-10-10,2024-10-10,BONIFICACAO,Souza TRANSPORTES LTDA,TRANSFERENCIA,1717.1
128,52465,Campos,15.482.730/0001-43,Luísa Mendes,"('28NZFGQ7Z',)",KIT VENTILACAO,7,894.89,6264.23,185008,2023-09-26,2023-11-08,2023-11-17,2023-11-17,2023-11-21,2023-10-03,2023-10-03,2023-10-08,2023-10-08,DEVOLUCAO,Fogaça Fernandes - EI TRANSPORTES LTDA,BOLETO DESCONTADO,6264.23
129,91562,Novais S.A.,94.376.502/0001-65,Beatriz Rocha,"('28NZFGQ7Z',)",KIT VENTILACAO,9,605.45,5449.05,943045,2024-10-27,2024-11-24,2024-12-05,2024-12-05,2024-12-06,2024-10-28,2024-10-28,2024-10-30,2024-10-30,BONIFICACAO,da Rosa das Neves Ltda. TRANSPORTES LTDA,BOLETO DESCONTADO,5449.05
130,22476,Pinto S/A,15.927.843/0001-05,Eloah Silva,"('28NZFGQ7Z',)",KIT VENTILACAO,2,757.23,1514.46,807980,2024-12-04,2024-12-27,2024-12-31,2024-12-31,2025-01-14,2024-12-10,2024-12-10,2024-12-11,2024-12-11,VENDA,Lopes TRANSPORTES LTDA,CARTEIRA A PRAZO,1514.46
131,50155,Novais,16.309.725/0001-04,Maria Liz Viana,"('28NZFGQ7Z',)",KIT VENTILACAO,10,967.9,9679.0,770942,2023-07-24,2023-09-19,2023-09-27,2023-09-27,2023-10-01,2023-07-25,2023-07-25,2023-07-26,2023-07-26,AMOSTRA,Sampaio TRANSPORTES LTDA,TRANSFERENCIA,9679.0
132,20604,Abreu,12.498.706/0001-04,Natália Dias,"('28NZFGQ7Z',)",KIT VENTILACAO,6,398.45,2390.7,471013,2023-12-24,2024-01-15,2024-01-27,2024-01-27,2024-02-08,2023-12-25,2023-12-25,2023-12-29,2023-12-29,AMOSTRA,Aragão e Filhos TRANSPORTES LTDA,PIX,2390.7
133,41140,da Paz,13.698.072/0001-04,João Miguel Costela,"('28NZFGQ7Z',)",KIT VENTILACAO,10,949.04,9490.4,880441,2023-10-04,2023-10-23,2023-11-06,2023-11-06,2023-11-24,2023-10-07,2023-10-07,2023-10-10,2023-10-10,DEVOLUCAO,Nascimento TRANSPORTES LTDA,TRANSFERENCIA,9490.4
134,35470,Barros Ramos e Filhos,94.017.235/0001-30,Dr. Anthony Sá,"('28NZFGQ7Z',)",KIT VENTILACAO,4,401.76,1607.04,415479,2024-12-26,2025-02-03,2025-02-09,2025-02-09,2025-02-11,2025-01-01,2025-01-01,2025-01-04,2025-01-04,DEVOLUCAO,Novais Borges S.A. TRANSPORTES LTDA,TRANSFERENCIA,1607.04
135,10494,Silveira,73.152.064/0001-81,Leandro Fogaça,"('28NZFGQ7Z',)",KIT VENTILACAO,9,732.85,6595.65,743716,2023-11-09,2024-01-08,2024-01-23,2024-01-23,2024-02-12,2023-11-10,2023-11-10,2023-11-14,2023-11-14,BONIFICACAO,Dias TRANSPORTES LTDA,TRANSFERENCIA,6595.65
136,48505,Costela - ME,02.951.734/0001-81,Breno Costela,"('28NZFGQ7Z',)",KIT VENTILACAO,8,183.75,1470.0,204646,2024-08-08,2024-08-24,2024-08-28,2024-08-28,2024-08-29,2024-08-15,2024-08-15,2024-08-18,2024-08-18,VENDA,Costela Cavalcanti - ME TRANSPORTES LTDA,PIX,1470.0
137,88009,Machado Moreira Ltda.,70.983.154/0001-26,Caleb Siqueira,"('28NZFGQ7Z',)",KIT VENTILACAO,5,769.58,3847.9,125981,2025-01-15,2025-03-02,2025-03-16,2025-03-16,2025-04-07,2025-01-18,2025-01-18,2025-01-23,2025-01-23,AMOSTRA,Almeida TRANSPORTES LTDA,TRANSFERENCIA,3847.9
138,70730,Gonçalves e Filhos,49.276.081/0001-46,Felipe Cirino,"('28NZFGQ7Z',)",KIT VENTILACAO,5,938.37,4691.85,139728,2025-03-21,2025-04-02,2025-04-16,2025-04-16,2025-04-17,2025-03-29,2025-03-29,2025-04-01,2025-04-01,AMOSTRA,Barros S/A TRANSPORTES LTDA,CARTEIRA A VISTA,4691.85
139,35751,Rodrigues Sales S.A.,04.732.691/0001-79,Emanuelly da Costa,"('28NZFGQ7Z',)",KIT VENTILACAO,9,894.39,8049.51,528446,2024-10-11,2024-12-08,2024-12-11,2024-12-11,2024-12-26,2024-10-16,2024-10-16,2024-10-20,2024-10-20,DEVOLUCAO,Garcia TRANSPORTES LTDA,CARTEIRA A VISTA,8049.51
140,89585,Alves,21.673.498/0001-23,Mateus da Costa,"('28NZFGQ7Z',)",KIT VENTILACAO,8,57.06,456.48,979038,2023-09-02,2023-10-21,2023-10-21,2023-10-21,2023-10-26,2023-09-09,2023-09-09,2023-09-12,2023-09-12,AMOSTRA,Rios TRANSPORTES LTDA,CARTEIRA A PRAZO,456.48
141,45763,Vargas Ltda.,69.780.432/0001-69,Arthur Siqueira,"('28NZFGQ7Z',)",KIT VENTILACAO,1,977.2,977.2,277692,2025-04-23,2025-06-01,2025-06-14,2025-06-14,2025-07-03,2025-04-30,2025-04-30,2025-05-03,2025-05-03,DEVOLUCAO,da Rocha TRANSPORTES LTDA,PIX,977.2
142,70627,da Rosa Macedo - ME,63.450.829/0001-06,Sofia Carvalho,"('28NZFGQ7Z',)",KIT VENTILACAO,10,936.61,9366.1,434148,2024-02-03,2024-03-18,2024-03-26,2024-03-26,2024-04-11,2024-02-08,2024-02-08,2024-02-10,2024-02-10,BONIFICACAO,Vargas - EI TRANSPORTES LTDA,PIX,9366.1
143,96745,Montenegro - EI,84.670.125/0001-19,Thiago Costa,"('28NZFGQ7Z',)",KIT VENTILACAO,4,135.53,542.12,543375,2025-06-06,2025-08-01,2025-08-13,2025-08-13,2025-08-20,2025-06-09,2025-06-09,2025-06-14,2025-06-14,DEVOLUCAO,Araújo TRANSPORTES LTDA,BOLETO DESCONTADO,542.12
144,12287,Lopes S.A.,45.791.038/0001-68,Leonardo Leão,"('28NZFGQ7Z',)",KIT VENTILACAO,6,648.83,3892.98,684863,2023-08-07,2023-09-30,2023-10-06,2023-10-06,2023-10-28,2023-08-14,2023-08-14,2023-08-19,2023-08-19,VENDA,Leão TRANSPORTES LTDA,PIX,3892.98
145,59198,das Neves,59.461.083/0001-69,Dra. Ana Liz Moura,"('28NZFGQ7Z',)",KIT VENTILACAO,5,969.26,4846.3,973990,2024-05-21,2024-06-12,2024-06-12,2024-06-12,2024-06-25,2024-05-24,2024-05-24,2024-05-26,2024-05-26,VENDA,Vargas TRANSPORTES LTDA,PIX,4846.3
146,12285,Rocha,53.019.628/0001-03,Sr. Gustavo Henrique Pacheco,"('28NZFGQ7Z',)",KIT VENTILACAO,7,433.62,3035.34,560155,2023-09-04,2023-10-29,2023-11-12,2023-11-12,2023-11-14,2023-09-13,2023-09-13,2023-09-14,2023-09-14,DEVOLUCAO,Mendonça Ltda. TRANSPORTES LTDA,BOLETO DESCONTADO,3035.34
147,80002,Moreira,95.208.467/0001-38,Vicente Cassiano,"('28NZFGQ7Z',)",KIT VENTILACAO,2,898.96,1797.92,534385,2025-01-27,2025-02-04,2025-02-17,2025-02-17,2025-02-21,2025-02-03,2025-02-03,2025-02-05,2025-02-05,VENDA,Martins TRANSPORTES LTDA,TRANSFERENCIA,1797.92
148,14790,Monteiro,09.761.538/0001-93,Ian Novaes,"('28NZFGQ7Z',)",KIT VENTILACAO,3,118.78,356.34,395696,2024-04-18,2024-05-31,2024-06-10,2024-06-10,2024-06-12,2024-04-22,2024-04-22,2024-04-25,2024-04-25,AMOSTRA,Gonçalves Ltda. TRANSPORTES LTDA,CARTAO DE CREDITO,356.34
149,18671,Lima,60.451.289/0001-97,Josué Moraes,"('28NZFGQ7Z',)",KIT VENTILACAO,9,367.3,3305.7,269842,2023-08-29,2023-09-21,2023-10-04,2023-10-04,2023-10-16,2023-09-05,2023-09-05,2023-09-10,2023-09-10,AMOSTRA,Aragão S/A TRANSPORTES LTDA,CARTEIRA A VISTA,3305.7
150,28402,Cassiano Cirino - EI,05.189.742/0001-20,Ana Cecília Viana,"('28NZFGQ7Z',)",KIT VENTILACAO,9,802.09,7218.81,565486,2025-06-25,2025-07-20,2025-08-04,2025-08-04,2025-08-10,2025-06-27,2025-06-27,2025-07-02,2025-07-02,DEVOLUCAO,Albuquerque S.A. TRANSPORTES LTDA,CARTEIRA A PRAZO,7218.81
151,68917,Campos,08.469.153/0001-94,Maria Helena Araújo,"('28NZFGQ7Z',)",KIT VENTILACAO,7,269.89,1889.23,433301,2024-07-03,2024-08-04,2024-08-13,2024-08-13,2024-08-17,2024-07-06,2024-07-06,2024-07-09,2024-07-09,BONIFICACAO,Marques TRANSPORTES LTDA,TRANSFERENCIA,1889.23
